id,name,quantity,type_id,waiting_period_id
4196,K305C203D32,0,10,1
4197,K305C203D36,0,10,1
4198,K305C203D40,0,10,1
4199,K305C203D45,0,10,1
4200,K305C203D50,0,10,1
4201,K305C303D20,0,10,1
4202,K305C303D22,0,10,1
4203,K305C303D56,0,10,1
4204,K305C303D63,0,10,1
4205,K305C303D71,0,10,1
4206,K305C303D80,0,10,1
4207,K305C303D90,0,10,1
4208,K305C303E10,0,10,1
4209,K305C303E11,0,10,1
4210,K305C303E13,0,10,1
4211,K305C303E14,0,10,1
4212,K305C303E16,0,10,1
4213,K305C303E18,0,10,1
4214,K305C303E20,0,10,1
4215,K305C303E22,0,10,1
4216,K305C303E25,0,10,1
4217,K305C303E28,0,10,1
4218,K305C303E32,0,10,1
4219,K305C303E36,0,10,1
4220,K305C303E40,0,10,1
4221,K305C303E45,0,10,1
4222,K305C303E50,0,10,1
4223,K305C303E56,0,10,1
4224,K305C303E63,0,10,1
4225,K306C203D11,0,10,1
4226,K306C203D13,0,10,1
4227,K306C203D14,0,10,1
4228,K306C203D16,0,10,1
4229,K306C203D18,0,10,1
4230,K306C203D25,0,10,1
4231,K306C203D28,0,10,1
4232,K306C203D32,0,10,1
4233,K306C203D36,0,10,1
4234,K306C203D40,0,10,1
4235,K306C203D45,0,10,1
4236,K306C203D50,0,10,1
4237,K306C303D20,0,10,1
4238,K306C303D22,0,10,1
4239,K306C303D56,0,10,1
4240,K306C303D63,0,10,1
4241,K306C303D71,0,10,1
4242,K306C303D80,0,10,1
4243,K306C303D90,0,10,1
4244,K306C303E10,0,10,1
4245,K306C303E11,0,10,1
4246,K306C303E13,0,10,1
4247,K306C303E14,0,10,1
4248,K306C303E16,0,10,1
4249,K306C303E18,0,10,1
4250,K306C303E20,0,10,1
4251,K306C303E22,0,10,1
4252,K306C303E25,0,10,1
4253,K306C303E28,0,10,1
4254,K306C303E32,0,10,1
4255,K306C303E36,0,10,1
4256,K306C303E40,0,10,1
4257,K306C303E45,0,10,1
4258,K306C303E50,0,10,1
4259,K306C303E56,0,10,1
4260,K306C303E63,0,10,1
4261,K307C203D11,0,10,1
4262,K307C203D13,0,10,1
4263,K307C203D14,0,10,1
4264,K307C203D16,0,10,1
4265,K307C203D18,0,10,1
4266,K307C203D25,0,10,1
4267,K307C203D28,0,10,1
4268,K307C203D32,0,10,1
4269,K307C203D36,0,10,1
4270,K307C203D40,0,10,1
4271,K307C203D45,0,10,1
4272,K307C203D50,0,10,1
4273,K307C303D20,0,10,1
4274,K307C303D22,0,10,1
4275,K307C303D56,0,10,1
4276,K307C303D63,0,10,1
4277,K307C303D71,0,10,1
4278,K307C303D80,0,10,1
4279,K307C303D90,0,10,1
4280,K307C303E10,0,10,1
4281,K307C303E11,0,10,1
4282,K307C303E13,0,10,1
4283,K307C303E14,0,10,1
4284,K307C303E16,0,10,1
4285,K307C303E18,0,10,1
4286,K307C303E20,0,10,1
4287,K307C303E22,0,10,1
4288,K307C303E25,0,10,1
4289,K307C303E28,0,10,1
4290,K307C303E32,0,10,1
4291,K307C303E36,0,10,1
4292,K307C303E40,0,10,1
4293,K307C303E45,0,10,1
4294,K307C303E50,0,10,1
4295,K307C303E56,0,10,1
4296,K307C303E63,0,10,1
4297,K308C205D11,0,10,1
4298,K308C205D13,0,10,1
4299,K308C205D14,0,10,1
4300,K308C205D16,0,10,1
4301,K308C205D18,0,10,1
4302,K308C205D20,0,10,1
4303,K308C205D22,0,10,1
4304,K308C205D25,0,10,1
4305,K308C205D28,0,10,1
4306,K308C205D32,0,10,1
4307,K308C205D36,0,10,1
4308,K308C205D40,0,10,1
4309,K308C205D45,0,10,1
4310,K308C205D50,0,10,1
4311,K308C205D56,0,10,1
4312,K308C205D63,0,10,1
4313,K308C205D71,0,10,1
4314,K308C305D80,0,10,1
4315,K308C305D90,0,10,1
4316,K308C305E10,0,10,1
4317,K308C305E11,0,10,1
4318,K308C305E13,0,10,1
4319,K308C305E14,0,10,1
4320,K308C305E16,0,10,1
4321,K308C305E18,0,10,1
4322,K308C305E20,0,10,1
4323,K308C305E22,0,10,1
4324,K308C305E25,0,10,1
4325,K308C305E28,0,10,1
4326,K308C305E32,0,10,1
4327,K308C305E36,0,10,1
4328,K308C305E40,0,10,1
4329,K308C305E45,0,10,1
4330,K308C305E50,0,10,1
4331,K308C305E56,0,10,1
4332,K308C305E63,0,10,1
4333,K309C205D11,0,10,1
4334,K309C205D13,0,10,1
4335,K309C205D14,0,10,1
4336,K309C205D16,0,10,1
4337,K309C205D18,0,10,1
4338,K309C205D20,0,10,1
4339,K309C205D22,0,10,1
4340,K309C205D25,0,10,1
4341,K309C205D28,0,10,1
4342,K309C205D32,0,10,1
4343,K309C205D36,0,10,1
4344,K309C205D40,0,10,1
4345,K309C205D45,0,10,1
4346,K309C205D50,0,10,1
4347,K309C205D56,0,10,1
4348,K309C205D63,0,10,1
4349,K309C205D71,0,10,1
4350,K309C305D80,0,10,1
4351,K309C305D90,0,10,1
4352,K309C305E10,0,10,1
4353,K309C305E11,0,10,1
4354,K309C305E13,0,10,1
4355,K309C305E14,0,10,1
4356,K309C305E16,0,10,1
4357,K309C305E18,0,10,1
4358,K309C305E20,0,10,1
4359,K309C305E22,0,10,1
4360,K309C305E25,0,10,1
4361,K309C305E28,0,10,1
4362,K309C305E32,0,10,1
4363,K309C305E36,0,10,1
4364,K309C305E40,0,10,1
4365,K309C305E45,0,10,1
4366,K309C305E50,0,10,1
4367,K309C305E56,0,10,1
4368,K309C305E63,0,10,1
4369,K309C305E71,0,10,1
4370,K310C207D11,0,10,1
4371,K310C207D13,0,10,1
4372,K310C207D14,0,10,1
4373,K310C207D25,0,10,1
4374,K310C207D28,0,10,1
4375,K310C207D32,0,10,1
4376,K310C207D36,0,10,1
4377,K310C207D40,0,10,1
4378,K310C307D16,0,10,1
4379,K310C307D18,0,10,1
4380,K310C307D20,0,10,1
4381,K310C307D22,0,10,1
4382,K310C307D45,0,10,1
4383,K310C307D50,0,10,1
4384,K310C307D56,0,10,1
4385,K310C307D63,0,10,1
4386,K310C307D71,0,10,1
4387,K310C307D80,0,10,1
4388,K310C307D90,0,10,1
4389,K310C307E10,0,10,1
4390,K310C307E11,0,10,1
4391,K310C307E13,0,10,1
4392,K310C307E14,0,10,1
4393,K310C307E16,0,10,1
4394,K310C307E18,0,10,1
4395,K310C307E20,0,10,1
4396,K310C307E22,0,10,1
4397,K310C307E25,0,10,1
4398,K310C307E28,0,10,1
4399,K310C307E32,0,10,1
4400,K310C307E36,0,10,1
4401,K310C307E40,0,10,1
4402,K310C307E45,0,10,1
4403,K310C307E50,0,10,1
4404,K310C307E56,0,10,1
4405,K310C307E63,0,10,1
4406,K310C307E71,0,10,1
4407,K312C207D25,0,10,1
4408,K312C207D28,0,10,1
4409,K312C207D32,0,10,1
4410,K312C207D36,0,10,1
4411,K312C207D40,0,10,1
4412,K312C208D11,0,10,1
4413,K312C208D13,0,10,1
4414,K312C208D14,0,10,1
4415,K312C208D16,0,10,1
4416,K312C208D18,0,10,1
4417,K312C208D20,0,10,1
4418,K312C208D22,0,10,1
4419,K312C307D45,0,10,1
4420,K312C307D50,0,10,1
4421,K312C307D56,0,10,1
4422,K312C307D63,0,10,1
4423,K312C307D71,0,10,1
4424,K312C307D80,0,10,1
4425,K312C307D90,0,10,1
4426,K312C307E10,0,10,1
4427,K312C307E11,0,10,1
4428,K312C307E13,0,10,1
4429,K312C307E14,0,10,1
4430,K312C307E16,0,10,1
4431,K312C307E18,0,10,1
4432,K312C307E20,0,10,1
4433,K312C307E22,0,10,1
4434,K312C307E25,0,10,1
4435,K312C307E28,0,10,1
4436,K312C307E32,0,10,1
4437,K312C307E36,0,10,1
4438,K312C307E40,0,10,1
4439,K312C307E45,0,10,1
4440,K312C307E50,0,10,1
4441,K312C307E56,0,10,1
4442,K312C307E63,0,10,1
4443,K312C307E71,0,10,1
4444,K315C209D25,0,10,1
4445,K315C209D28,0,10,1
4446,K315C209D32,0,10,1
4447,K315C209D36,0,10,1
4448,K315C209D40,0,10,1
4449,K315C209D45,0,10,1
4450,K315C209D50,0,10,1
4451,K315C209D56,0,10,1
4452,K315C209D63,0,10,1
4453,K315C209D71,0,10,1
4454,K315C209D80,0,10,1
4455,K315C209D90,0,10,1
4456,K315C210D11,0,10,1
4457,K315C210D13,0,10,1
4458,K315C210D14,0,10,1
4459,K315C210D16,0,10,1
4460,K315C210D18,0,10,1
4461,K315C210D20,0,10,1
4462,K315C210D22,0,10,1
4463,K315C309E10,0,10,1
4464,K315C309E11,0,10,1
4465,K315C309E13,0,10,1
4466,K315C309E14,0,10,1
4467,K315C309E16,0,10,1
4468,K315C309E18,0,10,1
4469,K315C309E20,0,10,1
4470,K315C309E22,0,10,1
4471,K315C309E25,0,10,1
4472,K315C309E28,0,10,1
4473,K315C309E32,0,10,1
4474,K315C309E36,0,10,1
4475,K315C309E40,0,10,1
4476,K315C309E45,0,10,1
4477,K315C309E50,0,10,1
4478,K315C309E56,0,10,1
4479,K315C309E63,0,10,1
4480,K315C309E71,0,10,1
4481,K316C209D25,0,10,1
4482,K316C209D28,0,10,1
4483,K316C209D32,0,10,1
4484,K316C209D36,0,10,1
4485,K316C209D40,0,10,1
4486,K316C209D45,0,10,1
4487,K316C209D50,0,10,1
4488,K316C209D56,0,10,1
4489,K316C209D63,0,10,1
4490,K316C209D71,0,10,1
4491,K316C209D80,0,10,1
4492,K316C209D90,0,10,1
4493,K316C210D11,0,10,1
4494,K316C210D13,0,10,1
4495,K316C210D14,0,10,1
4496,K316C210D16,0,10,1
4497,K316C210D18,0,10,1
4498,K316C210D20,0,10,1
4499,K316C210D22,0,10,1
4500,K316C309E10,0,10,1
4501,K316C309E11,0,10,1
4502,K316C309E13,0,10,1
4503,K316C309E14,0,10,1
4504,K316C309E16,0,10,1
4505,K316C309E18,0,10,1
4506,K316C309E20,0,10,1
4507,K316C309E22,0,10,1
4508,K316C309E25,0,10,1
4509,K316C309E28,0,10,1
4510,K316C309E32,0,10,1
4511,K316C309E36,0,10,1
4512,K316C309E40,0,10,1
4513,K316C309E45,0,10,1
4514,K316C309E50,0,10,1
4515,K316C309E56,0,10,1
4516,K316C309E63,0,10,1
4517,K316C309E71,0,10,1
4518,K318C209D25,0,10,1
4519,K318C209D28,0,10,1
4520,K318C209D32,0,10,1
4521,K318C209D36,0,10,1
4522,K318C209D40,0,10,1
4523,K318C209D45,0,10,1
4524,K318C209D50,0,10,1
4525,K318C209D56,0,10,1
4526,K318C209D63,0,10,1
4527,K318C209D71,0,10,1
4528,K318C209D80,0,10,1
4529,K318C209D90,0,10,1
4530,K318C210D11,0,10,1
4531,K318C210D13,0,10,1
4532,K318C210D14,0,10,1
4533,K318C210D16,0,10,1
4534,K318C210D18,0,10,1
4535,K318C210D20,0,10,1
4536,K318C210D22,0,10,1
4537,K318C309E10,0,10,1
4538,K318C309E11,0,10,1
4539,K318C309E13,0,10,1
4540,K318C309E14,0,10,1
4541,K318C309E16,0,10,1
4542,K318C309E18,0,10,1
4543,K318C309E20,0,10,1
4544,K318C309E22,0,10,1
4545,K318C309E25,0,10,1
4546,K318C309E28,0,10,1
4547,K318C309E32,0,10,1
4548,K318C309E36,0,10,1
4549,K318C309E40,0,10,1
4550,K318C309E45,0,10,1
4551,K318C309E50,0,10,1
4552,K318C309E56,0,10,1
4553,K318C309E63,0,10,1
4554,K318C309E71,0,10,1
4555,F302C201D13,0,10,1
4556,F302C201D14,0,10,1
4557,F302C201D16,0,10,1
4558,F302C201D18,0,10,1
4559,F302C201D20,0,10,1
4560,F302C201D22,0,10,1
4561,F302C201D25,0,10,1
4562,F302C201D28,0,10,1
4563,F302C201D32,0,10,1
4564,F302C201D36,0,10,1
4565,F302C201D40,0,10,1
4566,F302C201D45,0,10,1
4567,F302C301D50,0,10,1
4568,F302C301D56,0,10,1
4569,F302C301D63,0,10,1
4570,F302C301D71,0,10,1
4571,F302C301D80,0,10,1
4572,F302C301D90,0,10,1
4573,F302C301E10,0,10,1
4574,F302C301E11,0,10,1
4575,F302C301E13,0,10,1
4576,F302C301E14,0,10,1
4577,F302C301E16,0,10,1
4578,F302C301E18,0,10,1
4579,F302C301E20,0,10,1
4580,F302C301E22,0,10,1
4581,F302C301E25,0,10,1
4582,F302C301E28,0,10,1
4583,F302C301E32,0,10,1
4584,F302C301E36,0,10,1
4585,F302C301E40,0,10,1
4586,F302C301E45,0,10,1
4587,F302C301E50,0,10,1
4588,F302C301E56,0,10,1
4589,F302C301E63,0,10,1
4590,F302C301E71,0,10,1
4591,F302C301E80,0,10,1
4592,F203C201D13,0,10,1
4593,F203C201D14,0,10,1
4594,F203C201D16,0,10,1
4595,F203C201D18,0,10,1
4596,F203C201D20,0,10,1
4597,F303C201D22,0,10,1
4598,F303C201D25,0,10,1
4599,F303C201D28,0,10,1
4600,F303C201D32,0,10,1
4601,F303C201D36,0,10,1
4602,F303C201D40,0,10,1
4603,F303C201D45,0,10,1
4604,F303C301D50,0,10,1
4605,F303C301D56,0,10,1
4606,F303C301D63,0,10,1
4607,F303C301D71,0,10,1
4608,F303C301D80,0,10,1
4609,F303C301D90,0,10,1
4610,F303C301E10,0,10,1
4611,F303C301E11,0,10,1
4612,F303C301E13,0,10,1
4613,F303C301E14,0,10,1
4614,F303C301E16,0,10,1
4615,F303C301E18,0,10,1
4616,F303C301E20,0,10,1
4617,F303C301E22,0,10,1
4618,F303C301E25,0,10,1
4619,F303C301E28,0,10,1
4620,F303C301E32,0,10,1
4621,F303C301E36,0,10,1
4622,F303C301E40,0,10,1
4623,F303C301E45,0,10,1
4624,F303C301E50,0,10,1
4625,F303C301E56,0,10,1
4626,F303C301E63,0,10,1
4627,F303C301E71,0,10,1
4628,F303C301E80,0,10,1
4629,F204C203D13,0,10,1
4630,F204C203D14,0,10,1
4631,F204C203D16,0,10,1
4632,F204C203D18,0,10,1
4633,F204C203D20,0,10,1
4634,F304C203D22,0,10,1
4635,F304C203D25,0,10,1
4636,F304C203D28,0,10,1
4637,F304C203D32,0,10,1
4638,F304C203D36,0,10,1
4639,F304C203D40,0,10,1
4640,F304C203D45,0,10,1
4641,F304C203D50,0,10,1
4642,F304C303D56,0,10,1
4643,F304C303D63,0,10,1
4644,F304C303D71,0,10,1
4645,F304C303D80,0,10,1
4646,F304C303D90,0,10,1
4647,F304C303E10,0,10,1
4648,F304C303E11,0,10,1
4649,F304C303E13,0,10,1
4650,F304C303E14,0,10,1
4651,F304C303E16,0,10,1
4652,F304C303E18,0,10,1
4653,F304C303E20,0,10,1
4654,F304C303E22,0,10,1
4655,F304C303E25,0,10,1
4656,F304C303E28,0,10,1
4657,F304C303E32,0,10,1
4658,F304C303E36,0,10,1
4659,F304C303E40,0,10,1
4660,F304C303E45,0,10,1
4661,F304C303E50,0,10,1
4662,F304C303E56,0,10,1
4663,F304C303E63,0,10,1
4664,F304C303E71,0,10,1
4665,F304C303E80,0,10,1
4666,F205C203D13,0,10,1
4667,F205C203D14,0,10,1
4668,F205C203D16,0,10,1
4669,F205C203D18,0,10,1
4670,F205C203D20,0,10,1
4671,F305C203D22,0,10,1
4672,F305C203D25,0,10,1
4673,F305C203D28,0,10,1
4674,F305C203D32,0,10,1
4675,F305C203D36,0,10,1
4676,F305C203D40,0,10,1
4677,F305C203D45,0,10,1
4678,F305C203D50,0,10,1
4679,F305C303D56,0,10,1
4680,F305C303D63,0,10,1
4681,F305C303D71,0,10,1
4682,F305C303D80,0,10,1
4683,F305C303D90,0,10,1
4684,F305C303E10,0,10,1
4685,F305C303E11,0,10,1
4686,F305C303E13,0,10,1
4687,F305C303E14,0,10,1
4688,F305C303E16,0,10,1
4689,F305C303E18,0,10,1
4690,F305C303E20,0,10,1
4691,F305C303E22,0,10,1
4692,F305C303E25,0,10,1
4693,F305C303E28,0,10,1
4694,F305C303E32,0,10,1
4695,F305C303E36,0,10,1
4696,F305C303E40,0,10,1
4697,F305C303E45,0,10,1
4698,F305C303E50,0,10,1
4699,F305C303E56,0,10,1
4700,F305C303E63,0,10,1
4701,F305C303E71,0,10,1
4702,F305C303E80,0,10,1
4703,F306C203D16,0,10,1
4704,F306C203D18,0,10,1
4705,F306C203D20,0,10,1
4706,F306C203D22,0,10,1
4707,F306C203D25,0,10,1
4708,F306C203D28,0,10,1
4709,F306C203D32,0,10,1
4710,F306C203D36,0,10,1
4711,F306C203D40,0,10,1
4712,F306C203D45,0,10,1
4713,F306C203D50,0,10,1
4714,F306C303D56,0,10,1
4715,F306C303D63,0,10,1
4716,F306C303D71,0,10,1
4717,F306C303D80,0,10,1
4718,F306C303D90,0,10,1
4719,F306C303E10,0,10,1
4720,F306C303E11,0,10,1
4721,F306C303E13,0,10,1
4722,F306C303E14,0,10,1
4723,F306C303E16,0,10,1
4724,F306C303E18,0,10,1
4725,F306C303E20,0,10,1
4726,F306C303E22,0,10,1
4727,F306C303E25,0,10,1
4728,F306C303E28,0,10,1
4729,F306C303E32,0,10,1
4730,F306C303E36,0,10,1
4731,F306C303E40,0,10,1
4732,F306C303E45,0,10,1
4733,F306C303E50,0,10,1
4734,F306C303E56,0,10,1
4735,F306C303E63,0,10,1
4736,F306C303E71,0,10,1
4737,F306C303E80,0,10,1
4738,F207C203D16,0,10,1
4739,F207C203D18,0,10,1
4740,F207C203D20,0,10,1
4741,F307C203D22,0,10,1
4742,F307C203D25,0,10,1
4743,F307C203D28,0,10,1
4744,F307C203D32,0,10,1
4745,F307C203D36,0,10,1
4746,F307C203D40,0,10,1
4747,F307C203D45,0,10,1
4748,F307C203D50,0,10,1
4749,F307C303D56,0,10,1
4750,F307C303D63,0,10,1
4751,F307C303D71,0,10,1
4752,F307C303D80,0,10,1
4753,F307C303D90,0,10,1
4754,F307C303Е10,0,10,1
4755,F307C303E11,0,10,1
4756,F307C303E13,0,10,1
4757,F307C303E14,0,10,1
4758,F307C303E16,0,10,1
4759,F307C303E18,0,10,1
4760,F307C303E20,0,10,1
4761,F307C303E22,0,10,1
4762,F307C303E25,0,10,1
4763,F307C303E28,0,10,1
4764,F307C303E32,0,10,1
4765,F307C303E36,0,10,1
4766,F307C303E40,0,10,1
4767,F307C303E45,0,10,1
4768,F307C303E50,0,10,1
4769,F307C303E56,0,10,1
4770,F307C303E63,0,10,1
4771,F307C303E71,0,10,1
4772,F307C303E80,0,10,1
4773,F208C205D16,0,10,1
4774,F208C205D18,0,10,1
4775,F208C205D20,0,10,1
4776,F308C205D22,0,10,1
4777,F308C205D25,0,10,1
4778,F308C205D28,0,10,1
4779,F308C205D32,0,10,1
4780,F308C205D36,0,10,1
4781,F308C205D40,0,10,1
4782,F308C205D45,0,10,1
4783,F308C205D50,0,10,1
4784,F308C205D56,0,10,1
4785,F308C205D63,0,10,1
4786,F308C205D71,0,10,1
4787,F308C305D80,0,10,1
4788,F308C305D90,0,10,1
4789,F308C305Е10,0,10,1
4790,F308C305E11,0,10,1
4791,F308C305E13,0,10,1
4792,F308C305E14,0,10,1
4793,F308C305E16,0,10,1
4794,F308C305E18,0,10,1
4795,F308C305E20,0,10,1
4796,F308C305E22,0,10,1
4797,F308C305E25,0,10,1
4798,F308C305E28,0,10,1
4799,F308C305E32,0,10,1
4800,F308C305E36,0,10,1
4801,F308C305E40,0,10,1
4802,F308C305E45,0,10,1
4803,F308C305E50,0,10,1
4804,F308C305E56,0,10,1
4805,F308C305E63,0,10,1
4806,F308C305E71,0,10,1
4807,F308C305E80,0,10,1
4808,F308C305E90,0,10,1
4809,F308C305F10,0,10,1
4810,F308C305F11,0,10,1
4811,F308C305F13,0,10,1
4812,F209C205D16,0,10,1
4813,F209C205D18,0,10,1
4814,F209C205D20,0,10,1
4815,F309C205D22,0,10,1
4816,F309C205D25,0,10,1
4817,F309C205D28,0,10,1
4818,F309C205D32,0,10,1
4819,F309C205D36,0,10,1
4820,F309C205D40,0,10,1
4821,F309C205D45,0,10,1
4822,F309C205D50,0,10,1
4823,F309C205D56,0,10,1
4824,F309C205D63,0,10,1
4825,F309C205D71,0,10,1
4826,F309C305D80,0,10,1
4827,F309C305D90,0,10,1
4828,F309C305Е10,0,10,1
4829,F309C305E11,0,10,1
4830,F309C305E13,0,10,1
4831,F309C305E14,0,10,1
4832,F309C305E16,0,10,1
4833,F309C305E18,0,10,1
4834,F309C305E20,0,10,1
4835,F309C305E22,0,10,1
4836,F309C305E25,0,10,1
4837,F309C305E28,0,10,1
4838,F309C305E32,0,10,1
4839,F309C305E36,0,10,1
4840,F309C305E40,0,10,1
4841,F309C305E45,0,10,1
4842,F309C305E50,0,10,1
4843,F309C305E56,0,10,1
4844,F309C305E63,0,10,1
4845,F309C305E71,0,10,1
4846,F309C305E80,0,10,1
4847,F309C305E90,0,10,1
4848,F309C305F10,0,10,1
4849,F309C305F11,0,10,1
4850,F309C305F13,0,10,1
4851,F210C207D16,0,10,1
4852,F210C207D18,0,10,1
4853,F310C207D20,0,10,1
4854,F310C207D22,0,10,1
4855,F310C207D25,0,10,1
4856,F310C207D28,0,10,1
4857,F310C207D32,0,10,1
4858,F310C207D36,0,10,1
4859,F310C207D40,0,10,1
4860,F310C307D45,0,10,1
4861,F310C307D50,0,10,1
4862,F310C307D56,0,10,1
4863,F310C307D63,0,10,1
4864,F310C307D71,0,10,1
4865,F310C307D80,0,10,1
4866,F310C307D90,0,10,1
4867,F310C307Е10,0,10,1
4868,F310C307E11,0,10,1
4869,F310C307E13,0,10,1
4870,F310C307E14,0,10,1
4871,F310C307E16,0,10,1
4872,F310C307E18,0,10,1
4873,F310C307E20,0,10,1
4874,F310C307E22,0,10,1
4875,F310C307E25,0,10,1
4876,F310C307E28,0,10,1
4877,F310C307E32,0,10,1
4878,F310C307E36,0,10,1
4879,F310C307E40,0,10,1
4880,F310C307E45,0,10,1
4881,F310C307E50,0,10,1
4882,F310C307E56,0,10,1
4883,F310C307E63,0,10,1
4884,F310C307E71,0,10,1
4885,F310C307E80,0,10,1
4886,F310C307E90,0,10,1
4887,F310C307F10,0,10,1
4888,F310C307F11,0,10,1
4889,F310C307F13,0,10,1
4890,F310C307F14,0,10,1
4891,F310C307F16,0,10,1
4892,F212C208D16,0,10,1
4893,F212C208D18,0,10,1
4894,F212C208D20,0,10,1
4895,F312C207D22,0,10,1
4896,F312C207D25,0,10,1
4897,F312C207D28,0,10,1
4898,F312C207D32,0,10,1
4899,F312C207D36,0,10,1
4900,F312C207D40,0,10,1
4901,F312C307D45,0,10,1
4902,F312C307D50,0,10,1
4903,F312C307D56,0,10,1
4904,F312C307D63,0,10,1
4905,F312C307D71,0,10,1
4906,F312C307D80,0,10,1
4907,F312C307D90,0,10,1
4908,F312C307Е10,0,10,1
4909,F312C307E11,0,10,1
4910,F312C307E13,0,10,1
4911,F312C307E14,0,10,1
4912,F312C307E16,0,10,1
4913,F312C307E18,0,10,1
4914,F312C307E20,0,10,1
4915,F312C307E22,0,10,1
4916,F312C307E25,0,10,1
4917,F312C307E28,0,10,1
4918,F312C307E32,0,10,1
4919,F312C307E36,0,10,1
4920,F312C307E40,0,10,1
4921,F312C307E45,0,10,1
4922,F312C307E50,0,10,1
4923,F312C307E56,0,10,1
4924,F312C307E63,0,10,1
4925,F312C307E71,0,10,1
4926,F312C307E80,0,10,1
4927,F312C307E90,0,10,1
4928,F312C307F10,0,10,1
4929,F312C307F11,0,10,1
4930,F312C307F13,0,10,1
4931,F312C307F14,0,10,1
4932,F312C307F16,0,10,1
4933,F215C209D16,0,10,1
4934,F215C209D18,0,10,1
4935,F215C209D20,0,10,1
4936,F315C209D22,0,10,1
4937,F315C209D25,0,10,1
4938,F315C209D28,0,10,1
4939,F315C209D32,0,10,1
4940,F315C209D36,0,10,1
4941,F315C209D40,0,10,1
4942,F315C209D45,0,10,1
4943,F315C209D50,0,10,1
4944,F315C209D56,0,10,1
4945,F315C209D63,0,10,1
4946,F315C209D71,0,10,1
4947,F315C209D80,0,10,1
4948,F315C209D90,0,10,1
4949,F315C309Е10,0,10,1
4950,F315C309E11,0,10,1
4951,F315C309E13,0,10,1
4952,F315C309E14,0,10,1
4953,F315C309E16,0,10,1
4954,F315C309E18,0,10,1
4955,F315C309E20,0,10,1
4956,F315C309E22,0,10,1
4957,F315C309E25,0,10,1
4958,F315C309E28,0,10,1
4959,F315C309E32,0,10,1
4960,F315C309E36,0,10,1
4961,F315C309E40,0,10,1
4962,F315C309E45,0,10,1
4963,F315C309E50,0,10,1
4964,F315C309E56,0,10,1
4965,F315C309E63,0,10,1
4966,F315C309E71,0,10,1
4967,F315C309E80,0,10,1
4968,F315C309E90,0,10,1
4969,F315C309F10,0,10,1
4970,F315C309F11,0,10,1
4971,F315C309F13,0,10,1
4972,F315C309F14,0,10,1
4973,F315C309F16,0,10,1
4974,F315C309F18,0,10,1
4975,C200B32,0,10,1
4976,C200B36,0,10,1
4977,C200B40,0,10,1
4978,C200B45,0,10,1
4979,C200B50,0,10,1
4980,C200B56,0,10,1
4981,C200B63,0,10,1
4982,C200B71,0,10,1
4983,C200B80,0,10,1
4984,C200B90,0,10,1
4985,C200C10,0,10,1
4986,C200C11,0,10,1
4987,C200C13,0,10,1
4988,C300C14,0,10,1
4989,C300C16,0,10,1
4990,C300C18,0,10,1
4991,C300C20,0,10,1
4992,C300C22,0,10,1
4993,C300C25,0,10,1
4994,C300C28,0,10,1
4995,C300C32,0,10,1
4996,C300C36,0,10,1
4997,C300C40,0,10,1
4998,C300C45,0,10,1
4999,C300C50,0,10,1
5000,C300C56,0,10,1
5001,C300C63,0,10,1
5002,C300C71,0,10,1
5003,C201B36,0,10,1
5004,C201B40,0,10,1
5005,C201B45,0,10,1
5006,C201B50,0,10,1
5007,C201B56,0,10,1
5008,C201B63,0,10,1
5009,C201B71,0,10,1
5010,C201B80,0,10,1
5011,C201B90,0,10,1
5012,C201C10,0,10,1
5013,C201C11,0,10,1
5014,C201C13,0,10,1
5015,C301C14,0,10,1
5016,C301C16,0,10,1
5017,C301C18,0,10,1
5018,C301C20,0,10,1
5019,C301C22,0,10,1
5020,C301C25,0,10,1
5021,C301C28,0,10,1
5022,C301C32,0,10,1
5023,C301C36,0,10,1
5024,C301C40,0,10,1
5025,C301C45,0,10,1
5026,C301C50,0,10,1
5027,C301C56,0,10,1
5028,C301C63,0,10,1
5029,C301C71,0,10,1
5030,C301C80,0,10,1
5031,C301C90,0,10,1
5032,C203B40,0,10,1
5033,C203B45,0,10,1
5034,C203B50,0,10,1
5035,C203B56,0,10,1
5036,C203B63,0,10,1
5037,C203B71,0,10,1
5038,C203B80,0,10,1
5039,C203B90,0,10,1
5040,C203C10,0,10,1
5041,C203C11,0,10,1
5042,C203C13,0,10,1
5043,C203C14,0,10,1
5044,C303C16,0,10,1
5045,C303C18,0,10,1
5046,C303C20,0,10,1
5047,C303C22,0,10,1
5048,C303C25,0,10,1
5049,C303C28,0,10,1
5050,C303C32,0,10,1
5051,C303C36,0,10,1
5052,C303C40,0,10,1
5053,C303C45,0,10,1
5054,C303C50,0,10,1
5055,C303C56,0,10,1
5056,C303C63,0,10,1
5057,C303C71,0,10,1
5058,C303C80,0,10,1
5059,C303C90,0,10,1
5060,C204B40,0,10,1
5061,C204B45,0,10,1
5062,C204B50,0,10,1
5063,C204B56,0,10,1
5064,C204B63,0,10,1
5065,C204B71,0,10,1
5066,C204B80,0,10,1
5067,C204B90,0,10,1
5068,C204C10,0,10,1
5069,C204C11,0,10,1
5070,C204C13,0,10,1
5071,C204C14,0,10,1
5072,C204C16,0,10,1
5073,C204C18,0,10,1
5074,C304C20,0,10,1
5075,C304C22,0,10,1
5076,C304C25,0,10,1
5077,C304C28,0,10,1
5078,C304C32,0,10,1
5079,C304C36,0,10,1
5080,C304C40,0,10,1
5081,C304C45,0,10,1
