id,gear_size_id,ratio_code_id,ex_ratio,t2n,p1n,gear_efficiency_id,item_name
2006,50,71,69.200000000000000000000000000000,18000.000000000000000000000000000000,39.500000000000000000000000000000,30,C316C71
2007,50,80,76.300000000000000000000000000000,18000.000000000000000000000000000000,35.800000000000000000000000000000,30,C316C80
2008,50,90,84.500000000000000000000000000000,18000.000000000000000000000000000000,32.300000000000000000000000000000,30,C316C90
2009,50,100,94.100000000000000000000000000000,18000.000000000000000000000000000000,29.100000000000000000000000000000,30,C316D10
2010,50,112,106.700000000000000000000000000000,18000.000000000000000000000000000000,25.600000000000000000000000000000,30,C316D11
2011,50,125,118.600000000000000000000000000000,18000.000000000000000000000000000000,23.100000000000000000000000000000,30,C316D13
2012,50,140,134.700000000000000000000000000000,18000.000000000000000000000000000000,20.300000000000000000000000000000,30,C316D14
2013,50,160,154.600000000000000000000000000000,18000.000000000000000000000000000000,17.700000000000000000000000000000,30,C316D16
2014,50,180,174.800000000000000000000000000000,18000.000000000000000000000000000000,15.600000000000000000000000000000,30,C316D18
2015,50,200,191.900000000000000000000000000000,18000.000000000000000000000000000000,14.200000000000000000000000000000,30,C316D20
2016,50,224,212.000000000000000000000000000000,18000.000000000000000000000000000000,12.900000000000000000000000000000,30,C316D22
2017,80,100,97.700000000000000000000000000000,200.000000000000000000000000000000,0.310000000000000000000000000000,40,C203C201D10
2018,80,112,115.300000000000000000000000000000,200.000000000000000000000000000000,0.260000000000000000000000000000,40,C203C201D11
2019,80,125,128.500000000000000000000000000000,200.000000000000000000000000000000,0.240000000000000000000000000000,40,C203C201D13
2020,80,140,143.600000000000000000000000000000,200.000000000000000000000000000000,0.210000000000000000000000000000,40,C203C201D14
2021,80,160,152.500000000000000000000000000000,200.000000000000000000000000000000,0.200000000000000000000000000000,40,C203C201D16
2022,82,180,181.400000000000000000000000000000,200.000000000000000000000000000000,0.170000000000000000000000000000,50,C203C301D18
2023,82,200,207.900000000000000000000000000000,200.000000000000000000000000000000,0.150000000000000000000000000000,50,C203C301D20
2024,82,224,236.900000000000000000000000000000,200.000000000000000000000000000000,0.130000000000000000000000000000,50,C203C301D22
2025,84,250,236.000000000000000000000000000000,200.000000000000000000000000000000,0.130000000000000000000000000000,50,C303C201D25
